gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Recency,Frequency,Monetary,Segment,churn_prob,Risk,Value,Action
Male,1,No,Yes,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,Yes,Mailed check,50.15,50.15,1,1,2,50.15,2,0.22498179110522695,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,66,1,0,Fiber optic,1,1,1,0,1,1,One year,Yes,Bank transfer (automatic),103.15,7031.3,0,66,6,7031.3,1,0.4133877172755431,High Risk,High Value,Priority: Give discounts + personal offers
Male,0,Yes,Yes,72,1,1,DSL,1,1,1,1,0,0,Two year,No,Credit card (automatic),72.1,5016.65,0,72,6,5016.65,1,0.04875494388153814,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,No,41,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,1,41,8,4594.95,1,0.4303676251226085,High Risk,Medium Value,General engagement
Female,0,Yes,Yes,23,1,1,No,0,0,0,0,0,0,Two year,No,Mailed check,25.1,611.45,0,23,2,611.45,2,0.05785723854801418,Low Risk,Low Value,General engagement
Female,0,No,No,29,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,78.9,2384.15,1,29,2,2384.15,0,0.33097273726881105,Medium Risk,Medium Value,General engagement
Female,0,No,No,4,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,80.15,319.85,0,4,3,319.85,2,0.26396886562390676,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,6,1,1,No,0,0,0,0,0,0,Two year,No,Mailed check,25.4,153.3,0,6,2,153.3,2,0.05785723854801418,Low Risk,Low Value,General engagement
Female,1,Yes,No,67,1,1,Fiber optic,1,1,1,1,0,1,One year,Yes,Credit card (automatic),105.4,7035.6,0,67,7,7035.6,1,0.47006892658918054,High Risk,High Value,Priority: Give discounts + personal offers
Male,1,No,Yes,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,45.75,344.2,0,7,1,344.2,2,0.1911625288933342,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,56,1,1,No,0,0,0,0,0,0,One year,Yes,Mailed check,24.45,1431.65,0,56,2,1431.65,0,0.13365698449573504,Low Risk,Low Value,General engagement
Female,0,Yes,No,72,1,1,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.0,1849.2,0,72,2,1849.2,0,0.06700956783454788,Low Risk,Low Value,General engagement
Male,0,Yes,No,72,1,1,DSL,1,1,1,0,1,1,Two year,Yes,Electronic check,85.25,6083.1,0,72,7,6083.1,1,0.05507190005688438,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,Yes,Yes,23,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.6,426.65,0,23,1,426.65,2,0.07287613522488494,Low Risk,Low Value,General engagement
Female,0,No,Yes,35,1,1,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,50.15,1655.35,0,35,2,1655.35,0,0.18060397277031812,Low Risk,Low Value,General engagement
Male,1,Yes,No,27,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.55,1943.9,0,27,1,1943.9,2,0.2654949592515822,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,26,1,1,DSL,0,1,0,1,0,0,Month-to-month,Yes,Electronic check,60.05,1616.15,1,26,4,1616.15,3,0.15151765219269314,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,12,1,1,No,0,0,0,0,0,0,One year,No,Mailed check,26.4,314.95,0,12,2,314.95,2,0.1410976638145493,Low Risk,Low Value,General engagement
Female,0,No,No,40,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.15,804.85,0,40,1,804.85,0,0.06986129919859814,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,7,0,0,DSL,1,1,1,0,1,1,Month-to-month,No,Mailed check,58.85,465.7,0,7,5,465.7,3,0.18350652607274068,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,70,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,0,70,5,6669.05,1,0.307459154319105,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,Yes,Yes,60,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.65,1161.75,0,60,1,1161.75,0,0.07287613522488494,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,39,0,0,DSL,0,0,0,0,0,0,One year,Yes,Credit card (automatic),25.25,947.75,0,39,0,947.75,0,0.17535498959727558,Low Risk,Low Value,General engagement
Male,0,Yes,No,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,No,Credit card (automatic),114.45,8375.05,0,72,8,8375.05,1,0.13816599467140514,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,34.7,34.7,1,1,1,34.7,2,0.2502650537926521,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,54,1,1,DSL,0,1,0,1,1,0,One year,Yes,Electronic check,70.7,3770.0,0,54,5,3770.0,1,0.17936125943635478,Low Risk,Medium Value,General engagement
Male,0,No,No,3,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,85.3,264.8,1,3,3,264.8,2,0.3087279855837723,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,63,1,0,DSL,1,1,1,1,1,0,Two year,No,Credit card (automatic),75.55,4707.85,0,63,6,4707.85,1,0.04946222586121397,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,71,1,1,Fiber optic,0,1,0,1,0,0,Two year,Yes,Electronic check,84.8,6152.4,0,71,4,6152.4,1,0.10710222066552538,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,42,1,0,No,0,0,0,0,0,0,One year,Yes,Mailed check,20.65,958.1,0,42,1,958.1,0,0.16052085254871476,Low Risk,Low Value,General engagement
Male,0,No,No,47,1,0,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),20.45,943.0,0,47,1,943.0,0,0.07486129919859814,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,66,1,1,Fiber optic,0,1,1,0,1,1,One year,Yes,Credit card (automatic),102.45,6615.15,1,66,6,6615.15,1,0.367153229525467,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,Yes,No,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25,1,21,6,2200.25,3,0.3563340264430883,Medium Risk,Medium Value,General engagement
Male,0,No,No,11,0,0,DSL,0,1,0,1,0,0,Month-to-month,Yes,Electronic check,35.65,425.1,0,11,2,425.1,2,0.18085591954848038,Low Risk,Low Value,General engagement
Male,0,No,Yes,1,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,99.75,99.75,1,1,5,99.75,3,0.38910340873552557,Medium Risk,Low Value,General engagement
Female,1,Yes,No,55,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,No,Electronic check,90.45,5044.8,0,55,5,5044.8,1,0.34965715214945187,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,69,1,1,Fiber optic,0,1,1,1,1,0,Two year,Yes,Credit card (automatic),97.65,6743.55,0,69,6,6743.55,1,0.12176007924298952,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,1,No,No,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Electronic check,73.85,196.4,0,3,2,196.4,2,0.3110916811065231,Medium Risk,Low Value,General engagement
Male,0,No,No,4,1,0,DSL,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,74.4,299.7,1,4,5,299.7,3,0.21351067692200215,Medium Risk,Low Value,General engagement
Male,1,No,No,30,1,1,DSL,0,0,1,1,1,0,Two year,Yes,Credit card (automatic),69.1,2093.9,0,30,5,2093.9,3,0.11868805648885161,Low Risk,Medium Value,General engagement
Female,0,No,No,5,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,Yes,Electronic check,82.75,417.75,0,5,4,417.75,3,0.3623956658984765,Medium Risk,Low Value,General engagement
Female,0,Yes,No,71,1,1,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),24.4,1725.4,0,71,2,1725.4,0,0.06700956783454788,Low Risk,Low Value,General engagement
Female,0,No,No,29,1,1,DSL,0,1,0,0,0,0,One year,Yes,Electronic check,55.25,1620.2,0,29,3,1620.2,3,0.18918627650197048,Low Risk,Low Value,General engagement
Male,0,Yes,No,52,1,1,DSL,0,1,0,1,0,0,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,0,52,4,3169.55,0,0.18245389271044574,Low Risk,Medium Value,General engagement
Male,0,No,No,68,1,1,DSL,1,1,1,0,0,1,One year,No,Credit card (automatic),76.75,5233.25,0,68,6,5233.25,1,0.27401370317148926,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,Yes,Yes,46,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.4,967.85,0,46,1,967.85,0,0.07659312109726693,Low Risk,Low Value,General engagement
Male,0,No,No,8,1,0,DSL,0,0,0,0,0,1,Month-to-month,Yes,Credit card (automatic),54.75,438.05,0,8,2,438.05,2,0.19512381765092893,Low Risk,Low Value,General engagement
Male,0,Yes,No,72,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.7,1421.9,0,72,1,1421.9,0,0.07094178628140403,Low Risk,Low Value,General engagement
Female,0,No,No,17,1,0,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),19.9,323.15,0,17,1,323.15,2,0.1800848735393142,Low Risk,Low Value,General engagement
Male,0,No,No,3,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,107.95,318.6,0,3,6,318.6,3,0.3581971060030964,Medium Risk,Low Value,General engagement
Female,1,No,No,2,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,0,2,3,163.7,2,0.30774804733275735,Medium Risk,Low Value,General engagement
Female,0,No,No,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),74.25,639.65,1,9,2,639.65,2,0.27509659670925024,Medium Risk,Low Value,General engagement
Female,0,No,No,51,0,0,DSL,0,1,1,0,1,1,One year,Yes,Credit card (automatic),56.4,2928.5,0,51,4,2928.5,0,0.26698888442245805,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,6,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.1,100.35,0,6,1,100.35,2,0.07659312109726693,Low Risk,Low Value,General engagement
Female,0,Yes,No,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Electronic check,94.9,273.2,0,3,4,273.2,3,0.30187168700946193,Medium Risk,Low Value,General engagement
Female,1,No,No,17,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.2,1608.15,0,17,4,1608.15,3,0.3268062176768031,Medium Risk,Low Value,General engagement
Male,0,Yes,No,30,1,1,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,49.9,1441.95,0,30,2,1441.95,0,0.17670602259518944,Low Risk,Low Value,General engagement
Male,0,No,No,31,1,1,DSL,0,1,0,1,1,0,Month-to-month,Yes,Electronic check,71.05,2168.15,0,31,5,2168.15,3,0.2135675876107398,Medium Risk,Medium Value,General engagement
Female,0,No,No,45,1,0,DSL,1,0,1,1,1,1,Two year,No,Bank transfer (automatic),81.65,3618.7,0,45,6,3618.7,1,0.06900238455557452,Low Risk,Medium Value,General engagement
Male,0,Yes,No,64,1,1,Fiber optic,1,1,1,0,0,0,One year,No,Bank transfer (automatic),89.45,5692.65,0,64,5,5692.65,1,0.3563305778248468,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,1,1,1,DSL,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,59.85,59.85,1,1,3,59.85,2,0.2502435127174537,Medium Risk,Low Value,General engagement
Female,1,No,No,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.6,69.6,1,1,1,69.6,2,0.3519654755458154,Medium Risk,Low Value,General engagement
Male,1,Yes,Yes,61,1,1,Fiber optic,0,1,0,0,1,1,One year,No,Electronic check,99.0,5969.3,0,61,5,5969.3,1,0.33640250529915794,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.05,19.05,0,1,1,19.05,2,0.20049318803807473,Medium Risk,Low Value,General engagement
Male,0,No,No,9,0,0,DSL,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,45.4,418.8,1,9,2,418.8,2,0.2327036509617745,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,No,Bank transfer (automatic),114.45,8100.55,0,72,8,8100.55,1,0.13002854932278413,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.5,19.5,1,1,1,19.5,2,0.20049318803807473,Medium Risk,Low Value,General engagement
Female,0,Yes,No,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,44.25,313.45,0,7,1,313.45,2,0.16890083749267937,Low Risk,Low Value,General engagement
Female,0,Yes,No,66,1,1,Fiber optic,0,1,1,1,0,0,One year,Yes,Bank transfer (automatic),90.55,6130.95,0,66,5,6130.95,1,0.3429146981455142,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.9,69.9,1,1,1,69.9,2,0.3619793585125722,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,40,1,0,No,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,0,40,1,745.3,0,0.11909464441245196,Low Risk,Low Value,General engagement
Male,0,No,No,16,1,1,DSL,0,1,1,0,0,1,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,0,16,5,1212.1,3,0.21038652093860852,Medium Risk,Low Value,General engagement
Female,0,No,No,2,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,1,2,3,183.75,2,0.3042451387802399,Medium Risk,Low Value,General engagement
Male,0,Yes,No,67,1,1,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),24.85,1583.5,0,67,2,1583.5,0,0.06700956783454788,Low Risk,Low Value,General engagement
Female,0,Yes,No,41,1,0,Fiber optic,1,1,1,0,1,1,One year,Yes,Bank transfer (automatic),104.45,4162.05,0,41,6,4162.05,1,0.46362985491456904,High Risk,Medium Value,General engagement
Female,0,Yes,Yes,56,1,0,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),19.8,1119.9,0,56,1,1119.9,0,0.07287613522488494,Low Risk,Low Value,General engagement
Female,0,No,No,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),116.45,8013.55,0,72,8,8013.55,1,0.1441879280264104,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,Yes,3,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,1,3,3,264.85,2,0.30846946817851123,Medium Risk,Low Value,General engagement
Female,0,Yes,No,54,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.05,1102.4,0,54,1,1102.4,0,0.07094178628140403,Low Risk,Low Value,General engagement
Male,1,No,No,52,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,110.75,5832.0,0,52,7,5832.0,1,0.3718478664588094,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,No,No,50,1,0,Fiber optic,0,0,1,1,0,1,Two year,Yes,Bank transfer (automatic),89.7,4304.5,0,50,4,4304.5,1,0.1323206646687454,Low Risk,Medium Value,General engagement
Male,0,No,No,14,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,Yes,Electronic check,89.95,1178.4,1,14,4,1178.4,3,0.3653878435505908,Medium Risk,Low Value,General engagement
Male,0,Yes,No,27,1,0,DSL,1,0,0,0,0,0,One year,No,Credit card (automatic),48.7,1421.75,0,27,2,1421.75,2,0.2187887953060067,Medium Risk,Low Value,General engagement
Female,1,Yes,No,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,Yes,Bank transfer (automatic),96.6,6827.5,0,72,6,6827.5,1,0.11909119612172944,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,62,1,0,DSL,1,1,0,0,1,1,One year,Yes,Credit card (automatic),74.3,4698.05,0,62,5,4698.05,1,0.2754818742482023,Medium Risk,Medium Value,General engagement
Female,0,No,No,12,1,0,DSL,0,1,0,1,0,0,Month-to-month,Yes,Electronic check,54.3,654.5,0,12,3,654.5,2,0.18085591954848038,Low Risk,Low Value,General engagement
Female,1,No,No,44,1,0,DSL,0,0,1,1,1,1,One year,No,Bank transfer (automatic),74.85,3268.05,0,44,5,3268.05,3,0.29828353688572357,Medium Risk,Medium Value,General engagement
Male,0,Yes,Yes,54,1,0,Fiber optic,0,1,0,1,0,0,Two year,Yes,Bank transfer (automatic),79.95,4362.05,0,54,3,4362.05,0,0.10209273479101022,Low Risk,Medium Value,General engagement
Female,0,No,No,68,1,0,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),20.05,1386.9,0,68,1,1386.9,0,0.07486129919859814,Low Risk,Low Value,General engagement
Male,0,No,No,20,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.4,415.4,0,20,1,415.4,2,0.15651800483781264,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,50,1,1,DSL,0,0,1,0,0,0,One year,No,Bank transfer (automatic),54.9,2614.1,0,50,3,2614.1,0,0.19382392987386912,Low Risk,Medium Value,General engagement
Male,0,No,No,58,1,1,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),24.45,1513.6,0,58,2,1513.6,0,0.0678375356537226,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,35,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,0,35,4,3161.6,3,0.3305807045829445,Medium Risk,Medium Value,General engagement
Female,0,No,No,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,45.4,80.95,0,2,1,80.95,2,0.16670944521990072,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,63,1,1,DSL,1,0,1,1,0,1,Two year,No,Mailed check,75.7,4676.7,0,63,6,4676.7,1,0.049961982663324495,Low Risk,Medium Value,General engagement
Female,0,Yes,No,58,1,1,Fiber optic,1,1,1,0,1,1,One year,Yes,Credit card (automatic),110.65,6526.65,0,58,7,6526.65,1,0.4517965454587018,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,Yes,Yes,27,1,0,No,0,0,0,0,0,0,One year,Yes,Mailed check,20.55,583.3,0,27,1,583.3,2,0.1099816367450572,Low Risk,Low Value,General engagement
Female,0,Yes,No,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),115.15,8078.1,0,71,8,8078.1,1,0.13816599467140514,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,63,1,0,DSL,0,0,1,0,0,1,One year,No,Credit card (automatic),58.55,3503.5,0,63,3,3503.5,0,0.287483963281108,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,71,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,0,71,5,6669.45,1,0.32980222402325715,Medium Risk,High Value,Engage: Notifications + feature updates
Female,1,No,No,41,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,Yes,Electronic check,113.2,4689.5,1,41,7,4689.5,1,0.2772555487382369,Medium Risk,Medium Value,General engagement
Male,1,No,No,13,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,90.5,1201.15,1,13,3,1201.15,2,0.3149963063078683,Medium Risk,Low Value,General engagement
Male,0,No,No,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,No,Electronic check,79.0,143.65,1,2,2,143.65,2,0.3249193075135415,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,68,1,0,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),19.35,1292.65,0,68,1,1292.65,0,0.07588178727856096,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,48.75,48.75,0,1,2,48.75,2,0.21303460027904975,Medium Risk,Low Value,General engagement
Male,1,No,No,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,Yes,Electronic check,109.05,7108.2,0,65,7,7108.2,1,0.13631890840636987,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,1,Yes,No,72,1,1,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),25.0,1802.55,0,72,2,1802.55,0,0.06785758221725911,Low Risk,Low Value,General engagement
Female,0,No,No,28,1,1,DSL,0,0,0,1,0,0,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,0,28,3,1505.15,3,0.1976338996016216,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,72,1,1,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),24.75,1859.1,0,72,2,1859.1,0,0.0568980466752357,Low Risk,Low Value,General engagement
Female,0,No,No,2,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,Yes,Electronic check,91.15,168.5,0,2,4,168.5,3,0.29629244065268273,Medium Risk,Low Value,General engagement
Female,0,No,Yes,18,1,0,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.15,390.85,1,18,1,390.85,2,0.14087371110987332,Low Risk,Low Value,General engagement
Male,1,Yes,No,60,1,1,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,104.35,6339.45,0,60,6,6339.45,1,0.4119089736411028,High Risk,High Value,Priority: Give discounts + personal offers
Female,1,No,No,26,1,1,DSL,0,0,0,1,0,1,Month-to-month,Yes,Electronic check,66.05,1652.4,0,26,4,1652.4,3,0.21058328245752456,Medium Risk,Low Value,General engagement
Male,0,No,Yes,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,71.65,71.65,1,1,1,71.65,2,0.3416775834125112,Medium Risk,Low Value,General engagement
Female,0,No,No,4,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.35,77.5,1,4,1,77.5,2,0.15651800483781264,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,68,1,1,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),92.2,6392.85,0,68,8,6392.85,1,0.05228839805758476,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,38,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,Yes,Credit card (automatic),84.25,3264.5,1,38,4,3264.5,3,0.2887250708616654,Medium Risk,Medium Value,General engagement
Female,1,Yes,No,42,1,1,Fiber optic,1,0,1,0,1,1,One year,Yes,Bank transfer (automatic),105.2,4599.15,0,42,6,4599.15,1,0.425602688649339,High Risk,Medium Value,General engagement
Female,0,Yes,No,57,1,0,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),19.6,1134.25,0,57,1,1134.25,0,0.06750572188314208,Low Risk,Low Value,General engagement
Male,0,Yes,No,54,0,0,DSL,0,1,0,0,0,0,Month-to-month,No,Electronic check,30.4,1621.35,0,54,1,1621.35,0,0.1591187767526577,Low Risk,Low Value,General engagement
Female,0,No,No,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Bank transfer (automatic),78.1,947.3,1,12,2,947.3,2,0.29284223738923326,Medium Risk,Low Value,General engagement
Female,0,Yes,No,44,1,0,DSL,1,1,1,0,0,0,One year,Yes,Mailed check,61.5,2722.2,0,44,4,2722.2,3,0.19707231897753194,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,42,1,1,DSL,1,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,0,42,5,3058.3,3,0.15437152678208219,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,72,1,1,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),24.75,1769.6,0,72,2,1769.6,0,0.06214590472930821,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,71,1,1,DSL,1,1,1,1,1,1,Two year,No,Mailed check,91.05,6293.75,0,71,8,6293.75,1,0.046316778517176235,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,No,19,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,No,Mailed check,89.65,1761.05,1,19,4,1761.05,3,0.3153713899837392,Medium Risk,Low Value,General engagement
Female,0,Yes,No,23,1,1,DSL,0,0,0,1,1,1,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,0,23,5,1642.75,3,0.22029953693379892,Medium Risk,Low Value,General engagement
Female,0,No,No,30,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.4,578.5,0,30,1,578.5,2,0.06783273301073839,Low Risk,Low Value,General engagement
Male,0,No,No,35,1,1,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),26.2,954.9,0,35,2,954.9,0,0.18851489978925542,Low Risk,Low Value,General engagement
Female,0,No,No,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,Yes,Electronic check,98.7,973.25,1,10,5,973.25,3,0.24448670410789808,Medium Risk,Low Value,General engagement
Male,0,No,No,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,0,1,1,43.85,2,0.2321090009008352,Medium Risk,Low Value,General engagement
Male,0,No,No,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,69.7,1490.4,0,22,1,1490.4,2,0.25332927717620096,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,7,0,0,DSL,1,1,1,0,0,0,Two year,No,Mailed check,38.55,280.0,0,7,3,280.0,2,0.03352851270657034,Low Risk,Low Value,General engagement
Female,0,No,No,36,0,0,DSL,1,1,1,1,0,1,Two year,Yes,Mailed check,53.1,1901.25,0,36,5,1901.25,3,0.05273972855626216,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,34,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.65,716.4,0,34,1,716.4,0,0.1272573872539075,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,72,1,1,DSL,1,1,1,0,0,0,Two year,No,Credit card (automatic),64.45,4720.0,0,72,5,4720.0,1,0.0347555405263834,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,36,1,1,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.1,930.95,0,36,2,930.95,0,0.0568980466752357,Low Risk,Low Value,General engagement
Female,0,No,No,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Electronic check,76.35,76.35,1,1,2,76.35,2,0.3652674381822271,Medium Risk,Low Value,General engagement
Female,0,No,No,23,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,79.15,1676.95,1,23,3,1676.95,3,0.31910893644865485,Medium Risk,Low Value,General engagement
Male,1,Yes,No,32,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,85.0,2642.05,1,32,3,2642.05,3,0.2883514072431822,Medium Risk,Medium Value,General engagement
